#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	45	Aquamarine 5	3	CAPG	9606.ENSP00000263867	Macrophage-capping protein; Calcium-sensitive protein which reversibly blocks the barbed ends of actin filaments but does not sever preformed actin filaments. May play an important role in macrophage function. May play a role in regulating cytoplasmic and/or nuclear structures through potential interactions with actin. May bind DNA; Gelsolin/villins
MCL	45	Aquamarine 5	3	CAPZA2	9606.ENSP00000354947	Capping actin protein of muscle z-line alpha subunit 2; F-actin-capping protein subunit alpha-2; F-actin-capping proteins bind in a Ca(2+)-independent manner to the fast growing ends of actin filaments (barbed end) thereby blocking the exchange of subunits at these ends. Unlike other capping proteins (such as gelsolin and severin), these proteins do not sever actin filaments
MCL	45	Aquamarine 5	3	DCTN2	9606.ENSP00000408910	Dynactin subunit 2; Modulates cytoplasmic dynein binding to an organelle, and plays a role in prometaphase chromosome alignment and spindle organization during mitosis. Involved in anchoring microtubules to centrosomes. May play a role in synapse formation during brain development; Dynactin
MCL	46	Aquamarine 7	3	DDAH2	9606.ENSP00000364945	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2; Hydrolyzes N(G),N(G)-dimethyl-L-arginine (ADMA) and N(G)-monomethyl-L-arginine (MMA) which act as inhibitors of NOS. Has therefore a role in the regulation of nitric oxide generation
MCL	46	Aquamarine 7	3	EPB41L2	9606.ENSP00000338481	Band 4.1-like protein 2; Required for dynein-dynactin complex and NUMA1 recruitment at the mitotic cell cortex during anaphase; Erythrocyte membrane protein band 4.1
MCL	46	Aquamarine 7	3	EPB41L3	9606.ENSP00000343158	Band 4.1-like protein 3; Tumor suppressor that inhibits cell proliferation and promotes apoptosis. Modulates the activity of protein arginine N- methyltransferases, including PRMT3 and PRMT5; Erythrocyte membrane protein band 4.1
MCL	47	Aquamarine 9	3	AKAP12	9606.ENSP00000384537	A-kinase anchor protein 12; Anchoring protein that mediates the subcellular compartmentation of protein kinase A (PKA) and protein kinase C (PKC); A-kinase anchoring proteins
MCL	47	Aquamarine 9	3	PEA15	9606.ENSP00000357055	Astrocytic phosphoprotein PEA-15; Blocks Ras-mediated inhibition of integrin activation and modulates the ERK MAP kinase cascade. Inhibits RPS6KA3 activities by retaining it in the cytoplasm (By similarity). Inhibits both TNFRSF6- and TNFRSF1A-mediated CASP8 activity and apoptosis. Regulates glucose transport by controlling both the content of SLC2A1 glucose transporters on the plasma membrane and the insulin-dependent trafficking of SLC2A4 from the cell interior to the surface; Death effector domain containing
MCL	47	Aquamarine 9	3	PRKCA	9606.ENSP00000408695	Protein kinase C alpha type; Calcium-activated, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that is involved in positive and negative regulation of cell proliferation, apoptosis, differentiation, migration and adhesion, tumorigenesis, cardiac hypertrophy, angiogenesis, platelet function and inflammation, by directly phosphorylating targets such as RAF1, BCL2, CSPG4, TNNT2/CTNT, or activating signaling cascade involving MAPK1/3 (ERK1/2) and RAP1GAP. Involved in cell proliferation and cell growth arrest by positive and negative regulation of the cell  [...] 
MCL	48	Aquamarine 11	3	ANP32E	9606.ENSP00000463154	Acidic leucine-rich nuclear phosphoprotein 32 family member E; Histone chaperone that specifically mediates the genome- wide removal of histone H2A.Z/H2AFZ from the nucleosome: removes H2A.Z/H2AFZ from its normal sites of deposition, especially from enhancer and insulator regions. Not involved in deposition of H2A.Z/H2AFZ in the nucleosome. May stabilize the evicted H2A.Z/H2AFZ-H2B dimer, thus shifting the equilibrium towards dissociation and the off-chromatin state. Inhibits activity of protein phosphatase 2A (PP2A). Does not inhibit protein phosphatase 1. May play a role in cerebella [...] 
MCL	48	Aquamarine 11	3	NPM1	9606.ENSP00000296930	Nucleophosmin; Involved in diverse cellular processes such as ribosome biogenesis, centrosome duplication, protein chaperoning, histone assembly, cell proliferation, and regulation of tumor suppressors p53/TP53 and ARF. Binds ribosome presumably to drive ribosome nuclear export. Associated with nucleolar ribonucleoprotein structures and bind single-stranded nucleic acids. Acts as a chaperonin for the core histones H3, H2B and H4. Stimulates APEX1 endonuclease activity on apurinic/apyrimidinic (AP) double- stranded DNA but inhibits APEX1 endonuclease activity on AP single-stranded RNA.  [...] 
MCL	48	Aquamarine 11	3	SETSIP	9606.ENSP00000480946	Template-activating factor i; Protein SETSIP; Plays a role as a transcriptional activator involved in the early stage of somatic cell reprogramming. Promotes the differentiation of protein-induced pluripotent stem (PiPS) cells into endothelial cells and the formation of vascular-like tubes (in vitro). Involved in the transcription induction of vascular endothelial-cadherin (VE-cadherin) expression. Associates to the VE-cadherin gene promoter
MCL	49	Sky Blue 12	3	FTH1	9606.ENSP00000273550	Ferritin heavy chain; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Has ferroxidase activity. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Also plays a role in delivery of iron to cells. Mediates iron uptake in capsule cells of the developing kidney (By similarity); Belongs to the ferritin family
MCL	49	Sky Blue 12	3	FTL	9606.ENSP00000366525	Ferritin light chain; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Also plays a role in delivery of iron to cells. Mediates iron uptake in capsule cells of the developing kidney (By similarity); Belongs to the ferritin family
MCL	49	Sky Blue 12	3	HP1BP3	9606.ENSP00000312625	Heterochromatin protein 1-binding protein 3; Component of heterochromatin that maintains heterochromatin integrity during G1/S progression and regulates the duration of G1 phase to critically influence cell proliferative capacity. Mediates chromatin condensation during hypoxia, leading to increased tumor cell viability, radio-resistance, chemo-resistance and self- renewal
MCL	50	Sky Blue 10	3	CBR1	9606.ENSP00000290349	Carbonyl reductase [NADPH] 1; NADPH-dependent reductase with broad substrate specificity. Catalyzes the reduction of a wide variety of carbonyl compounds including quinones, prostaglandins, menadione, plus various xenobiotics. Catalyzes the reduction of the antitumor anthracyclines doxorubicin and daunorubicin to the cardiotoxic compounds doxorubicinol and daunorubicinol. Can convert prostaglandin E2 to prostaglandin F2-alpha. Can bind glutathione, which explains its higher affinity for glutathione-conjugated substrates. Catalyzes the reduction of S-nitrosoglutathione; Short chain dehy [...] 
MCL	50	Sky Blue 10	3	FAM49B	9606.ENSP00000429150	Protein FAM49B; Family with sequence similarity 49 member B
MCL	50	Sky Blue 10	3	PTGES3	9606.ENSP00000482075	Cytosolic prostaglandin-e synthase; Prostaglandin E synthase 3; Cytosolic prostaglandin synthase that catalyzes the oxidoreduction of prostaglandin endoperoxide H2 (PGH2) to prostaglandin E2 (PGE2). Molecular chaperone that localizes to genomic response elements in a hormone-dependent manner and disrupts receptor-mediated transcriptional activation, by promoting disassembly of transcriptional regulatory complexes. Facilitates HIF alpha proteins hydroxylation via interaction with EGLN1/PHD2, leading to recruit EGLN1/PHD2 to the HSP90 pathway
MCL	51	Sky Blue 8	3	GBA	9606.ENSP00000314508	Glucosylceramidase that catalyzes, within the lysosomal compartment, the hydrolysis of glucosylceramide/GlcCer into free ceramide and glucose . Thereby, plays a central role in the degradation of complex lipids and the turnover of cellular membranes . Through the production of ceramides, participates to the PKC-activated salvage pathway of ceramide formation . Also plays a role in cholesterol metabolism . May either catalyze the glucosylation of cholesterol, through a transglucosylation reaction that transfers glucose from glucosylceramide to cholesterol . The short chain saturated C8: [...] 
MCL	51	Sky Blue 8	3	GCA	9606.ENSP00000394842	Grancalcin; Calcium-binding protein that may play a role in the adhesion of neutrophils to fibronectin. May play a role in the formation of focal adhesions; EF-hand domain containing
MCL	51	Sky Blue 8	3	SCAMP3	9606.ENSP00000307275	Secretory carrier-associated membrane protein 3; Functions in post-Golgi recycling pathways. Acts as a recycling carrier to the cell surface; Belongs to the SCAMP family
MCL	52	Sky Blue 6	3	CALU	9606.ENSP00000438248	Calumenin; Involved in regulation of vitamin K-dependent carboxylation of multiple N-terminal glutamate residues. Seems to inhibit gamma-carboxylase GGCX. Binds 7 calcium ions with a low affinity (By similarity); Belongs to the CREC family
MCL	52	Sky Blue 6	3	CDK5RAP3	9606.ENSP00000438886	CDK5 regulatory subunit-associated protein 3; Probable tumor suppressor initially identified as a CDK5R1 interactor controlling cell proliferation. Negatively regulates NF-kappa-B-mediated gene transcription through the control of RELA phosphorylation. Also regulates mitotic G2/M transition checkpoint and mitotic G2 DNA damage checkpoint. Through its interaction with CDKN2A/ARF and MDM2 may induce MDM2-dependent p53/TP53 ubiquitination, stabilization and activation in the nucleus, thereby promoting G1 cell cycle arrest and inhibition of cell proliferation. May play a role in the unfold [...] 
MCL	52	Sky Blue 6	3	NUCB2	9606.ENSP00000436455	Nucleobindin-2; Calcium-binding protein. May have a role in calcium homeostasis; EF-hand domain containing
MCL	53	Sky Blue 4	2	CALM2	9606.ENSP00000272298	Calmodulin 2 (phosphorylase kinase, delta); EF-hand domain containing
MCL	53	Sky Blue 4	2	HRAS	9606.ENSP00000407586	GTPase HRas; Involved in the activation of Ras protein signal transduction. Ras proteins bind GDP/GTP and possess intrinsic GTPase activity; Belongs to the small GTPase superfamily. Ras family
MCL	54	Sky Blue 2	2	CD163	9606.ENSP00000352071	Scavenger receptor cysteine-rich type 1 protein M130; Acute phase-regulated receptor involved in clearance and endocytosis of hemoglobin/haptoglobin complexes by macrophages and may thereby protect tissues from free hemoglobin-mediated oxidative damage. May play a role in the uptake and recycling of iron, via endocytosis of hemoglobin/haptoglobin and subsequent breakdown of heme. Binds hemoglobin/haptoglobin complexes in a calcium-dependent and pH-dependent manner. Exhibits a higher affinity for complexes of hemoglobin and multimeric haptoglobin of HP*1F phenotype than for complexes of [...] 
MCL	54	Sky Blue 2	2	STAB1	9606.ENSP00000312946	Stabilin-1; Acts as a scavenger receptor for acetylated low density lipoprotein. Binds to both Gram-positive and Gram-negative bacteria and may play a role in defense against bacterial infection. When inhibited in endothelial tube formation assays, there is a marked decrease in cell-cell interactions, suggesting a role in angiogenesis. Involved in the delivery of newly synthesized CHID1/SI-CLP from the biosynthetic compartment to the endosomal/lysosomal system
MCL	55	Sky Blue	2	HBB	9606.ENSP00000333994	Hemoglobin subunit beta; Involved in oxygen transport from the lung to the various peripheral tissues; Belongs to the globin family
MCL	55	Sky Blue	2	HBD	9606.ENSP00000369654	Hemoglobin subunit delta; Involved in oxygen transport from the lung to the various peripheral tissues; Belongs to the globin family
MCL	56	Sky Blue 3	2	AP2A1	9606.ENSP00000351926	AP-2 complex subunit alpha-1; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin- coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold [...] 
MCL	56	Sky Blue 3	2	CLTC	9606.ENSP00000479606	Clathrin heavy chain 1; Clathrin is the major protein of the polyhedral coat of coated pits and vesicles. Two different adapter protein complexes link the clathrin lattice either to the plasma membrane or to the trans-Golgi network. Acts as component of the TACC3/ch- TOG/clathrin complex proposed to contribute to stabilization of kinetochore fibers of the mitotic spindle by acting as inter- microtubule bridge. The TACC3/ch-TOG/clathrin complex is required for the maintenance of kinetochore fiber tension. Plays a role in early autophagosome formation; Belongs to the clathrin heavy chain [...] 
MCL	57	Sky Blue 5	2	MIF	9606.ENSP00000215754	Macrophage migration inhibitory factor; Pro-inflammatory cytokine. Involved in the innate immune response to bacterial pathogens. The expression of MIF at sites of inflammation suggests a role as mediator in regulating the function of macrophages in host defense. Counteracts the anti- inflammatory activity of glucocorticoids. Has phenylpyruvate tautomerase and dopachrome tautomerase activity (in vitro), but the physiological substrate is not known. It is not clear whether the tautomerase activity has any physiological relevance, and whether it is important for cytokine activity
MCL	57	Sky Blue 5	2	PCMT1	9606.ENSP00000356354	Protein-L-isoaspartate(D-aspartate) O-methyltransferase; Catalyzes the methyl esterification of L-isoaspartyl and D-aspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and/or degradation of damaged proteins. Acts on EIF4EBP2, microtubule-associated protein 2, calreticulin, clathrin light chains a and b, Ubiquitin carboxyl-terminal hydrolase isozyme L1, phosphatidylethanolamine- binding protein 1, stathmin, beta-synuclein and alpha-synuclein; Seven-beta-strand methyltransfera [...] 
MCL	58	Sky Blue 7	2	CD44	9606.ENSP00000398632	CD44 antigen; Receptor for hyaluronic acid (HA). Mediates cell-cell and cell-matrix interactions through its affinity for HA, and possibly also through its affinity for other ligands such as osteopontin, collagens, and matrix metalloproteinases (MMPs). Adhesion with HA plays an important role in cell migration, tumor growth and progression. In cancer cells, may play an important role in invadopodia formation. Also involved in lymphocyte activation, recirculation and homing, and in hematopoiesis. Altered expression or dysfunction causes numerous pathogenic phenotypes. Great protein hete [...] 
MCL	58	Sky Blue 7	2	GLG1	9606.ENSP00000205061	Golgi apparatus protein 1; Binds fibroblast growth factor and E-selectin (cell- adhesion lectin on endothelial cells mediating the binding of neutrophils)
MCL	59	Sky Blue 9	2	NCSTN	9606.ENSP00000294785	Nicastrin; Essential subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors and APP (amyloid-beta precursor protein). The gamma- secretase complex plays a role in Notch and Wnt signaling cascades and regulation of downstream processes via its role in processing key regulatory proteins, and by regulating cytosolic CTNNB1 levels
MCL	59	Sky Blue 9	2	NOMO2	9606.ENSP00000477502	Nodal modulator 2; May antagonize Nodal signaling and subsequent organization of axial structures during mesodermal patterning, via its interaction with NCLN
MCL	60	Sky Blue 11	2	ENDOD1	9606.ENSP00000278505	Endonuclease domain-containing 1 protein; May act as a DNase and a RNase
MCL	60	Sky Blue 11	2	SOD1	9606.ENSP00000270142	Superoxide dismutase, cu-zn family; Superoxide dismutase [Cu-Zn]; Destroys radicals which are normally produced within the cells and which are toxic to biological systems
MCL	61	Cornflower Blue 9	2	EZR	9606.ENSP00000356042	Villin 2 (ezrin); Ezrin; Probably involved in connections of major cytoskeletal structures to the plasma membrane. In epithelial cells, required for the formation of microvilli and membrane ruffles on the apical pole. Along with PLEKHG6, required for normal macropinocytosis; A-kinase anchoring proteins
MCL	61	Cornflower Blue 9	2	SLC9A3R1	9606.ENSP00000262613	Na(+)/H(+) exchange regulatory cofactor NHE-RF1; Scaffold protein that connects plasma membrane proteins with members of the ezrin/moesin/radixin family and thereby helps to link them to the actin cytoskeleton and to regulate their surface expression. Necessary for recycling of internalized ADRB2. Was first known to play a role in the regulation of the activity and subcellular location of SLC9A3. Necessary for cAMP-mediated phosphorylation and inhibition of SLC9A3. May enhance Wnt signaling. May participate in HTR4 targeting to microvilli (By similarity). Involved in the regulation of  [...] 
MCL	62	Cornflower Blue 8	2	CPQ	9606.ENSP00000220763	Carboxypeptidase Q; Carboxypeptidase that may play an important role in the hydrolysis of circulating peptides. Catalyzes the hydrolysis of dipeptides with unsubstituted terminals into amino acids. May play a role in the liberation of thyroxine hormone from its thyroglobulin (Tg) precursor
MCL	62	Cornflower Blue 8	2	CTNNA2	9606.ENSP00000384638	Catenin alpha-2; May function as a linker between cadherin adhesion receptors and the cytoskeleton to regulate cell-cell adhesion and differentiation in the nervous system. Regulates morphological plasticity of synapses and cerebellar and hippocampal lamination during development. Functions in the control of startle modulation; Alpha catenins
MCL	63	Cornflower Blue 7	2	FBXO2	9606.ENSP00000346240	F-box only protein 2; Substrate recognition component of a SCF (SKP1-CUL1-F- box protein) E3 ubiquitin-protein ligase complex that mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Involved in the endoplasmic reticulum-associated degradation pathway (ERAD) for misfolded lumenal proteins by recognizing and binding sugar chains on unfolded glycoproteins that are retrotranslocated into the cytosol and promoting their ubiquitination and subsequent degradation. Prevents formation of cytosolic aggregates of unfolded glycoproteins that have been retrotrans [...] 
MCL	63	Cornflower Blue 7	2	SKP1	9606.ENSP00000231487	S-phase kinase-associated protein 1; Essential component of the SCF (SKP1-CUL1-F-box protein) ubiquitin ligase complex, which mediates the ubiquitination of proteins involved in cell cycle progression, signal transduction and transcription. In the SCF complex, serves as an adapter that links the F-box protein to CUL1. The functional specificity of the SCF complex depends on the F-box protein as substrate recognition component. SCF(BTRC) and SCF(FBXW11) direct ubiquitination of CTNNB1 and participate in Wnt signaling. SCF(FBXW11) directs ubiquitination of phosphorylated NFKBIA. SCF(BTRC [...] 
MCL	64	Cornflower Blue 5	2	CADM2	9606.ENSP00000384193	Cell adhesion molecule 2; Adhesion molecule that engages in homo- and heterophilic interactions with the other nectin-like family members, leading to cell aggregation. Important for synapse organization, providing regulated trans-synaptic adhesion. Preferentially binds to oligodendrocytes; C2-set domain containing
MCL	64	Cornflower Blue 5	2	FARP1	9606.ENSP00000471242	FERM, ARHGEF and pleckstrin domain-containing protein 1; Functions as guanine nucleotide exchange factor for RAC1. May play a role in semaphorin signaling. Plays a role in the assembly and disassembly of dendritic filopodia, the formation of dendritic spines, regulation of dendrite length and ultimately the formation of synapses (By similarity); FERM domain containing
MCL	65	Cornflower Blue 4	2	TMED10	9606.ENSP00000303145	Transmembrane emp24 domain-containing protein 10; Involved in vesicular protein trafficking. Mainly functions in the early secretory pathway. Thought to act as cargo receptor at the lumenal side for incorporation of secretory cargo molecules into transport vesicles and to be involved in vesicle coat formation at the cytoplasmic side. In COPII vesicle-mediated anterograde transport involved in the transport of GPI-anchored proteins and proposed to act together with TMED2 as their cargo receptor; the function specifically implies SEC24C and SEC24D of the COPII vesicle coat and lipid raft [...] 
MCL	65	Cornflower Blue 4	2	TMED7	9606.ENSP00000405926	Transmembrane emp24 domain-containing protein 7; Potential role in vesicular protein trafficking, mainly in the early secretory pathway. Appears to play a role in the biosynthesis of secreted cargo including processing and post- translational modifications; Transmembrane p24 trafficking proteins
MCL	66	Cornflower Blue 2	2	ERLIN2	9606.ENSP00000276461	Er lipid raft associated 2; Erlin-2; Component of the ERLIN1/ERLIN2 complex which mediates the endoplasmic reticulum-associated degradation (ERAD) of inositol 1,4,5-trisphosphate receptors (IP3Rs) such as ITPR1. Promotes sterol-accelerated ERAD of HMGCR probably implicating an AMFR/gp78-containing ubiquitin ligase complex. Involved in regulation of cellular cholesterol homeostasis by regulation the SREBP signaling pathway. May promote ER retention of the SCAP-SREBF complex
MCL	66	Cornflower Blue 2	2	STOM	9606.ENSP00000286713	Erythrocyte band 7 integral membrane protein; Regulates ion channel activity and transmembrane ion transport. Regulates ASIC2 and ASIC3 channel activity; Belongs to the band 7/mec-2 family
MCL	67	Blue	2	EDIL3	9606.ENSP00000296591	EGF-like repeat and discoidin I-like domain-containing protein 3; Promotes adhesion of endothelial cells through interaction with the alpha-v/beta-3 integrin receptor. Inhibits formation of vascular-like structures. May be involved in regulation of vascular morphogenesis of remodeling in embryonic development
MCL	67	Blue	2	HAPLN1	9606.ENSP00000274341	Hyaluronan and proteoglycan link protein 1; Stabilizes the aggregates of proteoglycan monomers with hyaluronic acid in the extracellular cartilage matrix; V-set domain containing
MCL	68	Cornflower Blue	2	METTL7A	9606.ENSP00000448785	Methyltransferase-like protein 7A; Probable methyltransferase
MCL	68	Cornflower Blue	2	TMEM109	9606.ENSP00000227525	Transmembrane protein 109; May mediate cellular response to DNA damage by protecting against ultraviolet C-induced cell death. Can form voltage-gated calcium and potassium channels in vitro (By similarity)
MCL	69	Cornflower Blue 3	2	MAP4	9606.ENSP00000353375	Microtubule-associated protein 4; Non-neuronal microtubule-associated protein. Promotes microtubule assembly
MCL	69	Cornflower Blue 3	2	STMN1	9606.ENSP00000410452	Stathmin; Involved in the regulation of the microtubule (MT) filament system by destabilizing microtubules. Prevents assembly and promotes disassembly of microtubules. Phosphorylation at Ser- 16 may be required for axon formation during neurogenesis. Involved in the control of the learned and innate fear (By similarity); Belongs to the stathmin family
MCL	70	Cornflower Blue 6	2	BSG	9606.ENSP00000333769	Basigin; Plays an important role in targeting the monocarboxylate transporters SLC16A1, SLC16A3, SLC16A8 and SLC16A11 to the plasma membrane. Plays pivotal roles in spermatogenesis, embryo implantation, neural network formation and tumor progression. Stimulates adjacent fibroblasts to produce matrix metalloproteinases (MMPS). Seems to be a receptor for oligomannosidic glycans. In vitro, promotes outgrowth of astrocytic processes; Blood group antigens
MCL	70	Cornflower Blue 6	2	MRC2	9606.ENSP00000307513	C-type mannose receptor 2; May play a role as endocytotic lectin receptor displaying calcium-dependent lectin activity. Internalizes glycosylated ligands from the extracellular space for release in an endosomal compartment via clathrin-mediated endocytosis. May be involved in plasminogen activation system controlling the extracellular level of PLAUR/PLAU, and thus may regulate protease activity at the cell surface. May contribute to cellular uptake, remodeling and degradation of extracellular collagen matrices. May play a role during cancer progression as well as in other chronic tissu [...] 
MCL	71	Medium Slate Blue 7	2	ANXA11	9606.ENSP00000398610	Annexin A11; Binds specifically to calcyclin in a calcium-dependent manner (By similarity). Required for midbody formation and completion of the terminal phase of cytokinesis; Belongs to the annexin family
MCL	71	Medium Slate Blue 7	2	ANXA7	9606.ENSP00000362010	Annexin A7; Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis; Belongs to the annexin family
MCL	72	Medium Slate Blue 6	2	ANK2	9606.ENSP00000349588	Ankyrin-2; In skeletal muscle, required for proper localization of DMD and DCTN4 and for the formation and/or stability of a special subset of microtubules associated with costameres and neuromuscular junctions. Attaches integral membrane proteins to cytoskeletal elements. Also binds to cytoskeletal proteins. Required for coordinate assembly of Na/Ca exchanger, Na/K ATPase and InsP3 receptor at sarcoplasmic reticulum sites in cardiomyocytes. Required for the coordinated expression of the Na/K ATPase, Na/Ca exchanger and beta-2-spectrin (SPTBN1) in the inner segment of rod photoreceptor [...] 
MCL	72	Medium Slate Blue 6	2	CORO2B	9606.ENSP00000454783	Coronin-2B; May play a role in the reorganization of neuronal actin structure; Belongs to the WD repeat coronin family
MCL	73	Medium Slate Blue 4	2	SLC1A4	9606.ENSP00000234256	Neutral amino acid transporter A; Transporter for alanine, serine, cysteine, and threonine. Exhibits sodium dependence; Solute carriers
MCL	73	Medium Slate Blue 4	2	SLC3A2	9606.ENSP00000367123	4F2 cell-surface antigen heavy chain; Required for the function of light chain amino-acid transporters. Involved in sodium-independent, high-affinity transport of large neutral amino acids such as phenylalanine, tyrosine, leucine, arginine and tryptophan. Involved in guiding and targeting of LAT1 and LAT2 to the plasma membrane. When associated with SLC7A6 or SLC7A7 acts as an arginine/glutamine exchanger, following an antiport mechanism for amino acid transport, influencing arginine release in exchange for extracellular amino acids. Plays a role in nitric oxide synthesis in human umbi [...] 
MCL	74	Medium Slate Blue 2	2	CA2	9606.ENSP00000285379	Carbonic anhydrase 2; Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide. Can hydrate cyanamide to urea. Involved in the regulation of fluid secretion into the anterior chamber of the eye. Contributes to intracellular pH regulation in the duodenal upper villous epithelium during proton-coupled peptide absorption. Stimulates the chloride-bicarbonate exchange activity of SLC26A6; Carbonic anhydrases
MCL	74	Medium Slate Blue 2	2	SLC2A5	9606.ENSP00000366641	Solute carrier family 2, facilitated glucose transporter member 5; Functions as a fructose transporter that has only low activity with other monosaccharides. Can mediate the uptake of 2-deoxyglucose, but with low efficiency. Essential for fructose uptake in the small intestine. Plays a role in the regulation of salt uptake and blood pressure in response to dietary fructose. Required for the development of high blood pressure in response to high dietary fructose intake (By similarity); Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family. Glucose transport [...] 
MCL	75	Purple	2	ACP2	9606.ENSP00000256997	Acid phosphatase 2, lysosomal; Belongs to the histidine acid phosphatase family
MCL	75	Purple	2	BLVRB	9606.ENSP00000263368	Flavin reductase (NADPH); Broad specificity oxidoreductase that catalyzes the NADPH-dependent reduction of a variety of flavins, such as riboflavin, FAD or FMN, biliverdins, methemoglobin and PQQ (pyrroloquinoline quinone). Contributes to heme catabolism and metabolizes linear tetrapyrroles. Can also reduce the complexed Fe(3+) iron to Fe(2+) in the presence of FMN and NADPH. In the liver, converts biliverdin to bilirubin; Short chain dehydrogenase/reductase superfamily
MCL	76	Medium Slate Blue	2	NSDHL	9606.ENSP00000359297	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating; Involved in the sequential removal of two C-4 methyl groups in post-squalene cholesterol biosynthesis; Short chain dehydrogenase/reductase superfamily
MCL	76	Medium Slate Blue	2	RDH11	9606.ENSP00000370750	Retinol dehydrogenase 11; Exhibits an oxidoreductive catalytic activity towards retinoids. Most efficient as an NADPH-dependent retinal reductase. Displays high activity towards 9-cis and all-trans-retinol. Also involved in the metabolism of short-chain aldehydes. No steroid dehydrogenase activity detected
MCL	77	Medium Slate Blue 3	2	LPCAT1	9606.ENSP00000283415	Lysophosphatidylcholine acyltransferase / lyso-paf acetyltransferase; Lysophosphatidylcholine acyltransferase 1; Possesses both acyltransferase and acetyltransferase activities. Activity is calcium-independent (By similarity). Mediates the conversion of 1- acyl-sn-glycero-3-phosphocholine (LPC) into phosphatidylcholine (PC). Displays a clear preference for saturated fatty acyl-CoAs, and 1-myristoyl or 1-palmitoyl LPC as acyl donors and acceptors, respectively. May synthesize phosphatidylcholine in pulmonary surfactant, thereby playing a pivotal role in respiratory physiology. Involved  [...] 
MCL	77	Medium Slate Blue 3	2	PLD3	9606.ENSP00000387050	Phospholipase D3; May be involved in APP processing; Belongs to the phospholipase D family
MCL	78	Medium Slate Blue 5	2	FAM3C	9606.ENSP00000353025	FAM3 metabolism regulating signaling molecule C; Protein FAM3C; May be involved in retinal laminar formation. Promotes epithelial to mesenchymal transition
MCL	78	Medium Slate Blue 5	2	PTPRZ1	9606.ENSP00000377047	Receptor-type tyrosine-protein phosphatase zeta; Protein tyrosine phosphatase that negatively regulates oligodendrocyte precursor proliferation in the embryonic spinal cord. Required for normal differentiation of the precursor cells into mature, fully myelinating oligodendrocytes. May play a role in protecting oligondendrocytes against apoptosis. May play a role in the establishment of contextual memory, probably via the dephosphorylation of proteins that are part of important signaling cascades (By similarity); Belongs to the protein-tyrosine phosphatase family. Receptor class 5 subfamily
MCL	79	Medium Purple 3	2	RER1	9606.ENSP00000475168	Retention in endoplasmic reticulum sorting receptor 1; Protein RER1; Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment
MCL	79	Medium Purple 3	2	TPRG1L	9606.ENSP00000367595	Tumor protein p63-regulated gene 1-like protein; Tumor protein p63 regulated 1 like; Belongs to the TPRG1 family
MCL	80	Medium Purple	1	RALA	9606.ENSP00000005257	Ras-related protein Ral-A; Multifunctional GTPase involved in a variety of cellular processes including gene expression, cell migration, cell proliferation, oncogenic transformation and membrane trafficking. Accomplishes its multiple functions by interacting with distinct downstream effectors. Acts as a GTP sensor for GTP-dependent exocytosis of dense core vesicles. The RALA-exocyst complex regulates integrin-dependent membrane raft exocytosis and growth signaling. Key regulator of LPAR1 signaling and competes with GRK2 for binding to LPAR1 thus affecting the signaling properties of th [...] 
MCL	81	Medium Purple 2	1	LRPAP1	9606.ENSP00000421922	Alpha-2-macroglobulin receptor-associated protein; Molecular chaperone for LDL receptor-related proteins that may regulate their ligand binding activity along the secretory pathway; Belongs to the alpha-2-MRAP family
MCL	82	Medium Purple 4	1	CD74	9606.ENSP00000009530	HLA class II histocompatibility antigen gamma chain; Plays a critical role in MHC class II antigen processing by stabilizing peptide-free class II alpha/beta heterodimers in a complex soon after their synthesis and directing transport of the complex from the endoplasmic reticulum to the endosomal/lysosomal system where the antigen processing and binding of antigenic peptides to MHC class II takes place. Serves as cell surface receptor for the cytokine MIF; CD molecules
MCL	83	Medium Purple 5	1	PSAP	9606.ENSP00000378394	Prosaposin; Saposins are specific low-molecular mass non-enzymic proteins, they participate in the lysosomal degradation of sphingolipids, which takes place by the sequential action of specific hydrolases; Endogenous ligands
